DEPARTAMENTO_CIRCUNSCRICAO;SECCIONAL_CIRCUNSCRICAO;MUNICIPIO_CIRCUNSCRICAO;DP_CIRCUNSCRICAO ;HD;Nº DE VÍT HD;ID_DELEGACIA;MÊS ESTATISTICA;ANO ESTATISTICA;DATAHORA_REGISTRO_BO;NUM_BO;ANO_BO;MUNICIPIO_ELABORACAO;DP_ELABORACAO;SEC_ELABORACAO;DEP_ELABORACAO;DATA_FATO;HORA_FATO;DESC_TIPOLOCAL;LOGRADOURO;NUMERO_LOGRADOURO;LATITUDE;LONGITUDE;TIPO_PESSOA;SEXO_PESSOA;IDADE_PESSOA;DATA_NASCIMENTO_PESSOA;COR_PELE;PROFISSAO;NATUREZA_APURADA;2017;Sheet;false
DEMACRO;SEC Mogi das Cruzes;Mogi das Cruzes;001 DP - Mogi das Cruzes;1;1;30306;1;2017;31/01/2017;483;2017;MOGI DAS CRUZES;01º D.P. MOGI DAS CRUZES;DEL.SEC.MOGI DAS CRUZES;DEMACRO;31/01/2017;31/12/1899 10:05:00;Saúde;RUA MANUEL DE OLIVEIRA;0;-23509585289;-4,61939E+16;Vítima;Masculino;41;18/06/1975;Branca;VENDEDOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Mogi das Cruzes;002 DP - Mogi das Cruzes;1;1;30307;1;2017;08/01/2017;97;2017;MOGI DAS CRUZES;02º D.P. MOGI DAS CRUZES;DEL.SEC.MOGI DAS CRUZES;DEMACRO;08/01/2017;31/12/1899 18:19:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;60;22/07/1956;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Mogi das Cruzes;003 DP - Mogi das Cruzes;1;1;30306;1;2017;08/01/2017;107;2017;MOGI DAS CRUZES;01º D.P. MOGI DAS CRUZES;DEL.SEC.MOGI DAS CRUZES;DEMACRO;08/01/2017;31/12/1899 09:15:00;Area não ocupada;RUA PALESTINA;0;-2,34866E+16;-4,61306E+16;Vítima;Masculino;26;02/07/1990;Branca;VENDEDOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Mogi das Cruzes;003 DP - Mogi das Cruzes;null;1;30306;1;2017;15/01/2017;212;2017;MOGI DAS CRUZES;01º D.P. MOGI DAS CRUZES;DEL.SEC.MOGI DAS CRUZES;DEMACRO;14/01/2017;31/12/1899 18:41:00;Via pública;RUA APALOZA;300;-2,34762E+16;-46135542852;Vítima;Masculino;21;06/06/1995;Preta;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Mogi das Cruzes;003 DP - Mogi das Cruzes;1;1;30306;1;2017;15/01/2017;212;2017;MOGI DAS CRUZES;01º D.P. MOGI DAS CRUZES;DEL.SEC.MOGI DAS CRUZES;DEMACRO;14/01/2017;31/12/1899 18:41:00;Via pública;RUA APALOZA;300;-2,34762E+16;-46135542852;Vítima;Masculino;16;09/03/2000;Preta;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Suzano;001 DP - Suzano;1;1;30320;1;2017;24/01/2017;87;2017;SUZANO;01º D.P. SUZANO;DEL.SEC.MOGI DAS CRUZES;DEMACRO;24/01/2017;31/12/1899 11:42:00;Serviços e bens públicos;SEM TIPO REPRESA TAIAÇUPEBA;0;-2,36459E+16;-4,62999E+16;Vítima;Feminino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Suzano;002 DP - Suzano;1;1;30321;1;2017;30/01/2017;143;2017;SUZANO;02º D.P. SUZANO;DEL.SEC.MOGI DAS CRUZES;DEMACRO;30/01/2017;EM HORA INCERTA;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;13;18/07/2003;Parda;ESTUDANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Suzano;DM - Suzano;1;1;30309;1;2017;13/01/2017;263;2017;SUZANO;DEL.POL.SUZANO;DEL.SEC.MOGI DAS CRUZES;DEMACRO;13/01/2017;DE MADRUGADA;Via pública;RUA AMELIA GUERRA;231;-2,3539E+14;-4,6304E+16;Vítima;Masculino;27;23/11/1989;Branca;VENDEDOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Suzano;DM - Suzano;null;1;30309;1;2017;18/01/2017;355;2017;SUZANO;DEL.POL.SUZANO;DEL.SEC.MOGI DAS CRUZES;DEMACRO;18/01/2017;31/12/1899 00:52:00;Via pública;RUA CAMPOS SÁLES;856;-2,35345E+16;-4,63115E+16;Vítima;Masculino;50;25/09/1966;Branca;COMERCIANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Suzano;DM - Suzano;1;1;30309;1;2017;18/01/2017;355;2017;SUZANO;DEL.POL.SUZANO;DEL.SEC.MOGI DAS CRUZES;DEMACRO;18/01/2017;31/12/1899 00:52:00;Via pública;RUA CAMPOS SÁLES;856;-2,35345E+16;-4,63115E+16;Vítima;Masculino;33;25/07/1983;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Osasco;Osasco;002 DP - Osasco;1;1;30418;1;2017;25/01/2017;536;2017;OSASCO;05º D.P. OSASCO;DEL.SEC.OSASCO;DEMACRO;23/01/2017;31/12/1899 22:30:00;Saúde;AVENIDA MARECHAL RONDON;299;-2,35258E+16;-4,67863E+16;Vítima;Masculino;31;21/01/1986;Branca;ANALISTA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Osasco;Osasco;004 DP - Osasco;1;1;30440;1;2017;15/01/2017;279;2017;OSASCO;10º D.P. OSASCO;DEL.SEC.OSASCO;DEMACRO;15/01/2017;DE MADRUGADA;Via pública;RUA CANDIDO MOTA;28;-2,35046E+16;-4,67805E+16;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Osasco;Osasco;008 DP - Osasco;1;1;30418;1;2017;21/01/2017;393;2017;OSASCO;05º D.P. OSASCO;DEL.SEC.OSASCO;DEMACRO;20/01/2017;31/12/1899 22:49:00;Via pública;RUA GIUSEPE SACO;17;-2,35519E+16;-4,68142E+16;Vítima;Masculino;36;24/01/1980;Parda;MOTORISTA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Osasco;Osasco;010 DP - Osasco;1;1;30440;1;2017;01/01/2017;4;2017;OSASCO;10º D.P. OSASCO;DEL.SEC.OSASCO;DEMACRO;01/01/2017;31/12/1899 05:00:00;Via pública;RUA MARIA CARVALHO DE LIMA;363;NULL;NULL;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Osasco;Osasco;010 DP - Osasco;1;1;30440;1;2017;29/01/2017;531;2017;OSASCO;10º D.P. OSASCO;DEL.SEC.OSASCO;DEMACRO;29/01/2017;31/12/1899 19:24:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;39;09/07/1977;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Santo André;Mauá;003 DP - Mauá;1;1;30130;1;2017;27/01/2017;218;2017;MAUA;03º D.P. MAUA;DEL.SEC.SANTO ANDRÉ;DEMACRO;27/01/2017;31/12/1899 14:08:00;Via pública;RUA INAJÁ;217;-2,36506E+16;-4,64187E+16;Vítima;Masculino;43;18/04/1973;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Santo André;Mauá;004 DP - Mauá;1;1;30124;1;2017;01/01/2017;4;2017;MAUA;01º DP MAUA-DR.ALFREDO GARBINO;DEL.SEC.SANTO ANDRÉ;DEMACRO;01/01/2017;31/12/1899 03:00:00;Via pública;RUA LUÍS ALETO;10;-2,36528E+16;-4,64472E+14;Vítima;Masculino;21;18/05/1995;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Santo André;Ribeirão Pires;DM - Ribeirão Pires;1;1;30117;1;2017;11/01/2017;147;2017;RIBEIRAO PIRES;DEL.POL.RPIRES DR.EVANDRO LIMA;DEL.SEC.SANTO ANDRÉ;DEMACRO;11/01/2017;31/12/1899 06:00:00;Via pública;RUA CASEMIRO ROCHA OROSCO;95;-2,368E+16;-4,63676E+16;Vítima;Feminino;38;09/07/1978;Parda;AUXILIAR DE PRODUCAO;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Santo André;Ribeirão Pires;DM - Ribeirão Pires;1;1;30117;1;2017;30/01/2017;436;2017;RIBEIRAO PIRES;DEL.POL.RPIRES DR.EVANDRO LIMA;DEL.SEC.SANTO ANDRÉ;DEMACRO;30/01/2017;31/12/1899 07:00:00;Via pública;RUA OVÍDIO ABRANTES;0;-2,3714E+14;-4,64153E+16;Vítima;Masculino;34;12/07/1982;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Santo André;Santo André;004 DP - Santo André;1;1;30105;1;2017;07/01/2017;130;2017;S.ANDRE;04º D.P. SANTO ANDRÉ;DEL.SEC.SANTO ANDRÉ;DEMACRO;07/01/2017;31/12/1899 17:59:00;Via pública;RUA CARNAÚBA;100;-2,36598E+14;-4,65483E+16;Vítima;Masculino;31;23/03/1985;Branca;DESEMPREGADO;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Santo André;Santo André;006 DP - Santo André;1;1;30107;1;2017;03/01/2017;25;2017;S.ANDRE;06º D.P. SANTO ANDRÉ;DEL.SEC.SANTO ANDRÉ;DEMACRO;03/01/2017;31/12/1899 10:06:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Feminino;18;23/08/1998;Parda;ESTAGIARIO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Santo André;Santo André;006 DP - Santo André;1;1;30105;1;2017;18/01/2017;316;2017;S.ANDRE;04º D.P. SANTO ANDRÉ;DEL.SEC.SANTO ANDRÉ;DEMACRO;17/01/2017;31/12/1899 21:44:00;Via pública;AVENIDA CAPITÃO MARIO TOLÊDO DE CAMARGO;3753;-2,36989E+16;-4,65061E+16;Vítima;Masculino;26;06/04/1990;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Santo André;Santo André;006 DP - Santo André;1;1;30105;1;2017;21/01/2017;363;2017;S.ANDRE;04º D.P. SANTO ANDRÉ;DEL.SEC.SANTO ANDRÉ;DEMACRO;20/01/2017;31/12/1899 20:40:00;Favela;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;39;02/08/1977;Branca;SERVENTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC São Bernardo Campo;São Bernardo do Campo;004 DP - São Bernardo do Campo;1;1;30111;1;2017;01/01/2017;1;2017;S.BERNARDO DO CAMPO;03º D.P. S.BERNARDO DO CAMPO;DEL.SEC.S.BERNARDO DO CAMPO;DEMACRO;31/12/2016;31/12/1899 20:35:00;Rodovia/Estrada;RODOVIA SP 160;34;-2,38384E+16;-4,65778E+16;Vítima;Masculino;42;15/06/1974;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC São Bernardo Campo;São Bernardo do Campo;004 DP - São Bernardo do Campo;1;1;30119;1;2017;13/01/2017;97;2017;S.BERNARDO DO CAMPO;04º D.P. S.BERNARDO DO CAMPO;DEL.SEC.S.BERNARDO DO CAMPO;DEMACRO;13/01/2017;31/12/1899 14:45:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC São Bernardo Campo;São Bernardo do Campo;008 DP - São Bernardo do Campo;1;1;30111;1;2017;22/01/2017;541;2017;S.BERNARDO DO CAMPO;03º D.P. S.BERNARDO DO CAMPO;DEL.SEC.S.BERNARDO DO CAMPO;DEMACRO;22/01/2017;31/12/1899 02:17:00;Via pública;ESTRADA DOS ALVARENGAS;9000;-2,37449E+16;-4,66119E+14;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC São Bernardo Campo;São Caetano do Sul;003 DP - S. Caetano do Sul;1;1;30112;1;2017;14/01/2017;141;2017;S.CAETANO DO SUL;DEL.POL.S.CAETANO DO SUL;DEL.SEC.S.BERNARDO DO CAMPO;DEMACRO;14/01/2017;31/12/1899 14:40:00;Via pública;RUA NELSOM;231;-2,36493E+16;-4,65678E+16;Vítima;Masculino;65;30/04/1951;Parda;ADVOGADO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Taboão da Serra;Embu das Artes;DM - Embú;1;1;30404;1;2017;09/01/2017;80;2017;EMBU DAS ARTES;DEL.POL.EMBU DAS ARTES;DEL.SEC.TABOÃO DA SERRA;DEMACRO;08/01/2017;31/12/1899 20:35:00;Via pública;RUA ILHA PORCHART;218;-2,36201E+16;-4,6811E+16;Vítima;Masculino;38;13/09/1978;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Taboão da Serra;Embu das Artes;DM - Embú;1;1;30404;1;2017;24/01/2017;259;2017;EMBU DAS ARTES;DEL.POL.EMBU DAS ARTES;DEL.SEC.TABOÃO DA SERRA;DEMACRO;24/01/2017;31/12/1899 08:14:00;Via pública;ESTRADA CAPUAVA;0;-2,36266E+16;-4,68665E+16;Vítima;Masculino;28;NULL;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Taboão da Serra;Embu-Guaçu;DM - Embú Guaçú;1;1;30405;1;2017;16/01/2017;114;2017;EMBU-GUACU;DEL.POL.EMBU-GUAÇU;DEL.SEC.TABOÃO DA SERRA;DEMACRO;16/01/2017;31/12/1899 07:54:00;Via pública;ESTRADA DE JACEGUAVA;3;-2,38423E+16;-4,6784E+16;Vítima;Masculino;25;17/10/1991;Branca;MOTO-BOY;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Taboão da Serra;Embu-Guaçu;DM - Embú Guaçú;1;1;30405;1;2017;29/01/2017;220;2017;EMBU-GUACU;DEL.POL.EMBU-GUAÇU;DEL.SEC.TABOÃO DA SERRA;DEMACRO;28/01/2017;31/12/1899 19:25:00;Via pública;ESTRADA BENEDITO JANDIRO SOARES;78;-2,38699E+16;-4,67894E+16;Vítima;Masculino;34;02/11/1982;Branca;CAMINHONEIRO;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Taboão da Serra;Embu-Guaçu;DM - Embú Guaçú;1;1;30405;1;2017;29/01/2017;221;2017;EMBU-GUACU;DEL.POL.EMBU-GUAÇU;DEL.SEC.TABOÃO DA SERRA;DEMACRO;28/01/2017;31/12/1899 20:26:00;Via pública;ESTRADA JOSÉ VIÊIRA;4324;-2,38292E+16;-4,68646E+16;Vítima;Masculino;29;22/04/1987;Branca;PEDREIRO;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Taboão da Serra;Itapecerica da Serra;DM - Itapecerica da Serra;1;1;30406;1;2017;01/02/2017;346;2017;ITAPECERICA DA SERRA;DEL.POL.ITAPECERICA DA SERRA;DEL.SEC.TABOÃO DA SERRA;DEMACRO;31/01/2017;31/12/1899 21:00:00;Local clandestino/ilegal;RUA FLÔR DE LARANJEIRA;0;-2,37136E+16;-4,68065E+16;Vítima;Masculino;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Taboão da Serra;Taboão da Serra;001 DP - Taboão da Serra;1;1;30614;1;2017;03/01/2017;49;2017;TABOAO DA SERRA;01º D.P. TABOÃO DA SERRA;DEL.SEC.TABOÃO DA SERRA;DEMACRO;03/01/2017;31/12/1899 14:46:00;Via pública;RUA PALMARES;15;-2,36312E+16;-4,6777E+14;Vítima;Masculino;28;26/12/1988;Parda;AUTONOMO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Taboão da Serra;Taboão da Serra;001 DP - Taboão da Serra;1;1;30614;1;2017;28/01/2017;487;2017;TABOAO DA SERRA;01º D.P. TABOÃO DA SERRA;DEL.SEC.TABOÃO DA SERRA;DEMACRO;28/01/2017;31/12/1899 09:50:00;Via pública;AVENIDA LAURITA ORTEGA MARI;500;-2,36203E+14;-4,67813E+12;Vítima;Masculino;34;24/05/1982;Preta;OPERADOR DE MAQUINA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;1ª SEC;São Paulo;001 DP - Sé;1;1;10108;2;2017;02/02/2017;668;2017;S.PAULO;08º D.P. BRAS;DEL.SEC.1º CENTRO;DECAP;01/02/2017;31/12/1899 23:40:00;Via pública;RUA FREDERICO ALVARENGA;168;-2,35505E+16;-4,6629E+16;Vítima;Masculino;45;02/04/1971;Parda;GARÇON(ETE);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;1ª SEC;São Paulo;001 DP - Sé;1;1;10108;2;2017;11/02/2017;927;2017;S.PAULO;08º D.P. BRAS;DEL.SEC.1º CENTRO;DECAP;11/02/2017;31/12/1899 20:31:00;Via pública;RUA VINTE E CINCO DE MARCO;197;-2,35479E+16;-4,66309E+16;Vítima;Masculino;40;NULL;Preta;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;1ª SEC;São Paulo;001 DP - Sé;1;1;10101;2;2017;20/02/2017;946;2017;S.PAULO;01º D.P. SE;DEL.SEC.1º CENTRO;DECAP;20/02/2017;31/12/1899 15:23:00;Via pública;PRAÇA DOUTOR MARIO MARGARIDO;33;-2,35547E+16;-4,66288E+16;Vítima;Masculino;32;29/07/1984;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;1ª SEC;São Paulo;003 DP - Campos Elísios;1;1;10004;2;2017;16/02/2017;352;2017;S.PAULO;DEL.POL.METROPOLITANO;DIV.POL.PORTO/AERO/PROT.TURIS-DECADE;DIRD - DEPTO IDENT.REG.DIV;16/02/2017;31/12/1899 00:30:00;Terminal/Estação;ESTAÇÃO METRO ANHANGABAÚ;0;-2,3548E+16;-4,6639E+16;Vítima;Masculino;40;NULL;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;1ª SEC;São Paulo;004 DP - Consolação;1;1;10342;2;2017;26/02/2017;1875;2017;S.PAULO;78º D.P. JARDINS;DEL.SEC.1º CENTRO;DECAP;26/02/2017;31/12/1899 06:24:00;Via pública;RUA PEIXOTO GOMIDE;74;-2,35546E+16;-4,66555E+16;Vítima;Masculino;21;30/06/1995;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;1ª SEC;São Paulo;012 DP - Pari;1;1;10108;2;2017;04/02/2017;720;2017;S.PAULO;08º D.P. BRAS;DEL.SEC.1º CENTRO;DECAP;04/02/2017;31/12/1899 03:25:00;Via pública;RUA BARAO DE LADARIO;342;-2,35392E+16;-4,66191E+16;Vítima;Masculino;33;NULL;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;1ª SEC;São Paulo;012 DP - Pari;1;1;10108;2;2017;18/02/2017;1097;2017;S.PAULO;08º D.P. BRAS;DEL.SEC.1º CENTRO;DECAP;18/02/2017;31/12/1899 14:15:00;Via pública;RUA DO BUCOLISMO;164;-2,35405E+16;-4,66207E+16;Autor/Vitima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;1ª SEC;São Paulo;077 DP - Santa Cecília;1;1;10102;2;2017;19/02/2017;1151;2017;S.PAULO;02º D.P. BOM RETIRO;DEL.SEC.1º CENTRO;DECAP;18/02/2017;31/12/1899 22:45:00;Via pública;RUA GENERAL JARDIM;124;-2,35447E+14;-4,66458E+16;Autor/Vitima;Masculino;NULL;NULL;Preta;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;2ª SEC;São Paulo;027 DP - Campo Belo;1;1;10330;2;2017;18/02/2017;1513;2017;S.PAULO;"27º DP ""DR. IGNÁCIO FRANCISCO""";DEL.SEC.2º SUL;DECAP;18/02/2017;31/12/1899 03:10:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;015 DP - Itaim Bibi;1;1;10314;2;2017;25/02/2017;1720;2017;S.PAULO;14º D.P. PINHEIROS;DEL.SEC.3º OESTE;DECAP;25/02/2017;31/12/1899 17:30:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Feminino;50;14/05/1966;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;023 DP - Perdizes;1;1;10323;2;2017;09/02/2017;663;2017;S.PAULO;23º D.P. PERDIZES;DEL.SEC.3º OESTE;DECAP;09/02/2017;PELA MANHÃ;Via pública;RUA DA VARZEA;1;-23525164553;-4,66647E+16;Vítima;Masculino;53;11/06/1963;Branca;COMERCIANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;033 DP - Pirituba;1;1;10333;2;2017;03/02/2017;755;2017;S.PAULO;33º D.P. PIRITUBA;DEL.SEC.3º OESTE;DECAP;02/02/2017;31/12/1899 21:50:00;Via pública;RUA LUIS FRANCISCO LOMBARDI;94;-2,34728E+16;-4,67399E+16;Vítima;Masculino;20;03/06/1996;Branca;ESTUDANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;033 DP - Pirituba;1;1;10333;2;2017;20/02/2017;1135;2017;S.PAULO;33º D.P. PIRITUBA;DEL.SEC.3º OESTE;DECAP;19/02/2017;31/12/1899 16:39:00;Saúde;AVENIDA CANDIDO PORTINARI;455;-2,35082E+16;-4,67513E+16;Vítima;Masculino;53;03/01/1964;Branca;ESCRITURARIO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;034 DP - Vila Sonia;1;1;10356;2;2017;05/02/2017;824;2017;S.PAULO;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;DECAP;05/02/2017;31/12/1899 07:36:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;48;02/01/1969;Branca;GESSEIRO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;037 DP - Campo Limpo;1;1;10241;2;2017;07/02/2017;641;2017;S.PAULO;37º D.P. CAMPO LIMPO;DEL.SEC.3º OESTE;DECAP;07/02/2017;31/12/1899 08:02:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;68;24/03/1948;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;037 DP - Campo Limpo;1;1;10247;2;2017;05/02/2017;1295;2017;S.PAULO;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;DECAP;05/02/2017;31/12/1899 05:20:00;Via pública;ESTRADA DE ITAPECERICA;1661;-2,36481E+16;-4,67484E+16;Vítima;Masculino;29;17/08/1987;Parda;ESTUDANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;037 DP - Campo Limpo;1;1;10356;2;2017;28/02/2017;1470;2017;S.PAULO;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;DECAP;27/02/2017;31/12/1899 22:33:00;Via pública;RUA DOUTOR OSWALDO MELLONE;244;-2,36481E+16;-4,67546E+14;Vítima;Masculino;NULL;NULL;Preta;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;087 DP - Vila Pereira Barreto;1;1;10333;2;2017;19/02/2017;1116;2017;S.PAULO;33º D.P. PIRITUBA;DEL.SEC.3º OESTE;DECAP;18/02/2017;31/12/1899 23:00:00;Via pública;AVENIDA JOAQUIM DE NAZARETH;50;-2,34778E+16;-4,67186E+14;Vítima;Masculino;30;24/10/1986;Branca;MOTORISTA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;089 DP - Portal do Morumbi;1;1;10356;2;2017;10/02/2017;963;2017;S.PAULO;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;DECAP;10/02/2017;31/12/1899 20:30:00;Via pública;RUA OLIMPIO RODRIGUES DA SILVA;81;-2,36116E+14;-4,6742E+16;Vítima;Feminino;40;11/09/1976;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;089 DP - Portal do Morumbi;1;1;10356;2;2017;27/02/2017;1420;2017;S.PAULO;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;DECAP;27/02/2017;31/12/1899 01:30:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Feminino;21;13/11/1995;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;3ª SEC;São Paulo;091 DP - Ceagesp;1;1;10357;2;2017;18/02/2017;931;2017;S.PAULO;91º D.P. CEASA;DEL.SEC.3º OESTE;DECAP;17/02/2017;31/12/1899 22:50:00;Restaurante e afins;RUA DOUTOR JOSE ELIAS;547;NULL;NULL;Vítima;Masculino;24;28/03/1992;Parda;POLICIAL MILITAR ativa;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;4ª SEC;São Paulo;020 DP - Água Fria;1;1;20120;2;2017;23/02/2017;1881;2017;S.PAULO;20º D.P. AGUA FRIA;DEL.SEC.4º NORTE;DECAP;23/02/2017;31/12/1899 09:46:00;Via pública;AVENIDA CORONEL SEZEFREDO FAGUNDES;19029;-2,33742E+16;-4,65756E+16;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DECAP;4ª SEC;São Paulo;020 DP - Água Fria;null;1;20120;2;2017;23/02/2017;1881;2017;S.PAULO;20º D.P. AGUA FRIA;DEL.SEC.4º NORTE;DECAP;23/02/2017;31/12/1899 09:46:00;Via pública;AVENIDA CORONEL SEZEFREDO FAGUNDES;19029;-2,33742E+16;-4,65756E+16;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
